True,400.0 EUR,15:17 16-09,15:23 16-09,updated,https://pt.wallapop.com/item/samsung-galaxy-s23-ultra-1048983790 ,x6qmwgg4x5jy,v4z4n81lwvjy,Samsung Galaxy s23 Ultra,"Como nuevo, siempre en funda 360. MODELO 256GB de almacenamiento. Tiene 6 meses de uso.SE vende por compra s24"
False,400.0 EUR,12:43 16-09,12:44 16-09,new,https://pt.wallapop.com/item/samsung-s23-1048929422 ,8z8ke3prvlz3,dqjw4mxkrwzo,Samsung s23 ,"¡Vendo Samsung S23  128 GB de almacenamiento, muy poco uso, entregado en su caja original. Incluye 2 carcasas, una de ellas Spigen, conocida por su resistencia. 	Se entrega en mano en Barcelona 		"
False,360.0 EUR,22:59 15-09,09:01 16-09,updated,https://pt.wallapop.com/item/samsung-galaxy-s23-1048798247 ,ejk8r39gm1jx,xzo8xrn1x569,✅Samsung Galaxy s23 ,"☑️Se vende Samsung Galaxy s23 de 128gb en muy buen estado sin ningún rayazo no golpe externo, se entrega con fundas y cargador.		🤝 Preferiblemente trato en mano por la zona de Porriño o alrededores.		❓ Cualquier cosa no dudes en preguntarme."
True,330.0 EUR,19:53 14-09,21:51 14-09,updated,https://pt.wallapop.com/item/samsung-s23-256g-1048356740 ,v6ggvqy8wl6e,nzxlkp49vpz2,Samsung S23 - 256G,"Samsung S23 - 256g negro , apenas sin uso "
False,390.0 EUR,14:56 14-09,14:56 14-09,new,https://pt.wallapop.com/item/galaxy-s21-ultra-5g-1048253802 ,pzp27q3xy4j3,pzp9kvmgq963,Galaxy S21 Ultra 5G ,"256GB de almacenamiento interno 	12GB de memoria RAM (expandible)	120hz de actualización de pantalla 	Batería de 5000MAh con carga ultra rápida de 45W, excelentes cámaras diseño único a la generación actual	Versión Internacional Americana con el procesador SNAPDRAGON 888 5G, mejor y más eficiente que el Exynos 2100	Color Phantom Titanium, color exclusivo 	Sin detalles 9.8 de 10 con protección Hidrogel en pantalla 	Nota: Acepto cambio por GALAXY S23 Ultra o Google Pixel 8 Pro que esté en óptimas condiciones 	-Entrego solo en persona "
True,350.0 EUR,10:47 14-09,19:29 14-09,updated,https://pt.wallapop.com/item/samsung-galaxy-s23-1048137162 ,4z4ek41v2mjy,pj9yx4q08v6e,Samsung galaxy S23 ,"Usado un mes, esta nuevo. Con caja y cable."
True,300.0 EUR,23:12 13-09,11:19 14-09,updated,https://pt.wallapop.com/item/telefono-samsung-s23-1048029033 ,xzo201ngn769,owzyryv2565g,Teléfono Samsung s23,Se vende Samsung s23 con unos seis meses de uso. El teléfono tiene la pantalla con algunas ralladuras pero por lo demás esta en perfecto estado. Lo vendo por regalo de otro terminal. No tengo la caja pero si su cargador original y varios fundas. Entrega en mano en Granada. No mareantes 
False,399.0 EUR,20:50 13-09,01:05 16-09,updated,https://pt.wallapop.com/item/samsung-1048002487 ,36e1vr0p08jd,e65yp0lw2kjo,Samsung,Hola.....	Samsung Galaxy S23FE 8GB Ram Y 128GB Memoria Movil Nuevo Solo 2 Dias Usado Tengo Caja Y Original Cargador Y Funda Y Protector.....Gracious 	Solo Mano .... No Envio . Gracious	Mas Informacion Con Whatsaap.....?
False,400.0 EUR,18:18 13-09,18:18 13-09,new,https://pt.wallapop.com/item/samsung-galaxy-s23-ultra-1047962865 ,wzv43583xqzl,7v6ge5mdl2ze,Samsung galaxy s23 ultra,El móvil tiene un golpe en la pantalla pero funciona perfectamente 
False,399.0 EUR,18:03 13-09,18:03 13-09,new,https://pt.wallapop.com/item/samsung-galaxy-s23-256gb-1047957374 ,pzp27mq95mj3,owzy7xg1mxz5,SAMSUNG GALAXY S23 256GB,Somos Tienda EL GIGANTE DE LOS EMPEÑOS. Artículo SEMI NUEVO al mejor precio. CON 24 MESES DE GARANTÍA. Hacemos Factura y ENVÍOS. 		¡¡POSIBILIDAD DE FINANCIACIÓN EN 3 MESES!!¡¡¡Ven y Visítanos!!! Calle Urzáiz 75 Bajo. Renueva tu móvil con nosotros. WhatsApp y Mas info: 604.05.43.25 // 986.43.67.94 . Cod: 221876		SAMSUNG GALAXY S23 256GB
